CLIENTNUM,Income_Category,Total_Trans_Amt
807369708,$120K +,4009
711397533,Less than $40K,3410
711740508,$40K - $60K,4615
715233108,$60K - $80K,4121
813807258,$40K - $60K,4670
769183908,Unknown,4321
718451133,$60K - $80K,3899
721115733,$60K - $80K,3698
720085233,Unknown,2167
717036408,Unknown,4560
714427608,Unknown,4888
780019908,Less than $40K,4657
827898033,Unknown,2465
720302883,Less than $40K,4585
715893633,Less than $40K,4755
720730683,Unknown,4997
720638283,Less than $40K,4568
789053883,$60K - $80K,3692
719286708,Less than $40K,4498
713952558,Unknown,2128
793395933,Less than $40K,4208
813895458,Unknown,4617
771733608,$40K - $60K,2276
710102208,$60K - $80K,4464
719511783,Unknown,4916
712849158,$80K - $120K,2186
783070833,$40K - $60K,4408
713419908,Unknown,4537
789345408,$40K - $60K,4983
720992883,Less than $40K,4805
803652633,Less than $40K,5124
789248958,$40K - $60K,5259
716178483,$40K - $60K,4334
715440558,Less than $40K,3940
711535158,Unknown,1955
713647083,Unknown,3696
718311933,Less than $40K,2587
718404783,Unknown,2384
817332483,Unknown,2445
710015733,Less than $40K,3142
710512833,Less than $40K,5178
710803008,Less than $40K,4372
712987608,Less than $40K,4263
716974383,$80K - $120K,1911
720930633,Less than $40K,2341
710136258,Less than $40K,2833
779438208,Less than $40K,4606
721017333,Less than $40K,4606
720952608,Less than $40K,4396
712886733,Less than $40K,4268
810545733,Unknown,4228
822132858,$80K - $120K,2205
713526258,$120K +,2020
712877733,$80K - $120K,4407
713339283,$60K - $80K,4135
720473433,Less than $40K,4955
780584658,$40K - $60K,2077
711824358,Less than $40K,4524
789990333,$40K - $60K,4469
721332033,$80K - $120K,4411
709612983,$40K - $60K,2265
771058908,$40K - $60K,4563
715471833,$80K - $120K,4525
711781233,Unknown,5221
713947908,$80K - $120K,4426
709741608,$80K - $120K,3739
709333608,Unknown,4983
709688883,$80K - $120K,2174
716269308,Less than $40K,4192
708692583,Less than $40K,2312
709892658,Less than $40K,4495
713815383,$80K - $120K,2147
710183283,Less than $40K,5032
711937158,$60K - $80K,4837
771486933,Less than $40K,3942
717450633,$60K - $80K,1920
718421808,Unknown,4611
716403633,Less than $40K,4467
717646983,Less than $40K,2720
778837083,$80K - $120K,2078
768632958,Unknown,2508
715622508,$80K - $120K,2094
708402333,Unknown,4782
708946008,Less than $40K,2445
715625658,Less than $40K,4603
789599283,Unknown,3406
708960858,$80K - $120K,4786
814840833,$120K +,2393
772082208,$120K +,4254
711597183,$80K - $120K,4571
712110333,Unknown,2568
718673358,$80K - $120K,2137
712479633,Less than $40K,2428
716108283,Less than $40K,4833
779360808,Less than $40K,4937
716352033,Less than $40K,4869
716643033,Less than $40K,2981
711567333,$60K - $80K,4581
788756133,Less than $40K,4400
755437533,Less than $40K,5005
709430508,$40K - $60K,1849
710645583,Unknown,4349
714253983,$40K - $60K,3675
771566208,Less than $40K,4681
713314533,$60K - $80K,1993
720725883,Less than $40K,4177
708539583,Unknown,3979
716747283,Less than $40K,5059
787519683,Less than $40K,4727
721044333,Less than $40K,4905
713679633,Less than $40K,1813
711126483,Less than $40K,5136
814191333,$120K +,2153
715040208,Unknown,4115
710769258,Unknown,3895
715227633,Less than $40K,4240
708635058,Less than $40K,4798
709051533,$40K - $60K,4956
718940208,Unknown,3551
708390633,Less than $40K,4219
720281508,Less than $40K,4625
720885558,$40K - $60K,4885
709781208,Less than $40K,5409
710086308,$40K - $60K,4680
713282733,$40K - $60K,4341
815812683,$120K +,5072
708204033,Less than $40K,4132
720040158,$60K - $80K,4633
755996583,Less than $40K,2574
711359058,Less than $40K,4622
714064908,Less than $40K,4813
717074283,Unknown,2566
765847383,$120K +,4425
789531633,Less than $40K,5218
710078358,Less than $40K,4095
715025208,Less than $40K,4168
709596783,$40K - $60K,4444
715960308,Less than $40K,2016
716653758,$60K - $80K,4226
787268733,$40K - $60K,4535
789923058,$40K - $60K,2474
771079833,Less than $40K,4332
710507733,$60K - $80K,4038
779269158,Unknown,2237
711627558,Less than $40K,3968
710536983,Less than $40K,4423
712237458,$120K +,3752
778289883,Less than $40K,2528
714154533,Unknown,4478
803657133,$40K - $60K,4757
769053033,$40K - $60K,2104
713613258,$80K - $120K,4461
768544833,Less than $40K,4531
720782658,$60K - $80K,5079
768162108,$120K +,2451
710511858,Less than $40K,4741
714516033,$120K +,4412
788630958,$40K - $60K,3264
717646008,Unknown,4338
712290258,Less than $40K,4056
716292033,Less than $40K,4815
780372408,Less than $40K,4317
720853158,Unknown,4576
823507833,$60K - $80K,4510
709904508,$40K - $60K,4190
712022883,$40K - $60K,4555
712173108,$40K - $60K,4228
714156633,Unknown,4533
714581358,Less than $40K,2204
713256033,Unknown,3955
825831933,Less than $40K,4528
720274158,Less than $40K,3879
772394883,Unknown,2869
794253108,$40K - $60K,3851
720899883,$40K - $60K,3770
714313608,Less than $40K,4356
716602683,$40K - $60K,5092
715928808,Less than $40K,4580
771899433,$80K - $120K,1263
714771708,Unknown,4281
709711758,Less than $40K,1853
721137558,$40K - $60K,2011
820268358,Less than $40K,4534
709273383,Unknown,4136
822959133,$40K - $60K,4508
720491958,Less than $40K,4302
713607108,Less than $40K,4486
709729533,$40K - $60K,2169
717890583,$40K - $60K,4671
713401758,$120K +,4897
773257233,Less than $40K,3534
713556033,Less than $40K,3959
719265108,Less than $40K,4430
778740708,Less than $40K,4203
710952933,Less than $40K,4226
720991833,Less than $40K,2603
779954658,$80K - $120K,4714
714204108,Less than $40K,3859
805546308,Less than $40K,4554
716244933,Unknown,4674
712018233,Unknown,4697
802878408,$40K - $60K,4116
794558658,Less than $40K,4783
711634008,Less than $40K,4591
708260208,Less than $40K,4321
713435058,Less than $40K,4715
719656533,$60K - $80K,4149
719709558,$40K - $60K,4518
710311233,Unknown,4498
719216508,Less than $40K,4960
710719683,$40K - $60K,4460
817892208,Less than $40K,4006
714102183,$120K +,1872
715410783,Less than $40K,2400
718202658,$120K +,5265
719445633,Less than $40K,4919
709820658,$80K - $120K,3785
718481283,Less than $40K,5210
789300408,Less than $40K,4293
711970533,Less than $40K,4365
815088483,Less than $40K,3864
717139608,Less than $40K,4635
717626508,Less than $40K,5495
767668908,Unknown,1552
712484733,$60K - $80K,4674
716216958,$60K - $80K,4386
714246333,Unknown,2107
718693683,$40K - $60K,3918
716298633,Less than $40K,5774
755661933,$40K - $60K,2434
712914783,$40K - $60K,4743
711240108,$60K - $80K,4800
721396758,Less than $40K,5062
715636533,Less than $40K,4833
711508608,Less than $40K,4351
716669658,Less than $40K,2760
718212633,$40K - $60K,3635
708357183,Less than $40K,3511
713629533,Less than $40K,4321
771450708,$40K - $60K,4363
802673508,$120K +,2460
708113208,Less than $40K,4375
788786208,Unknown,4725
720043533,$60K - $80K,4211
801083133,Less than $40K,3691
716246733,Less than $40K,4681
807157833,Unknown,4284
721032633,$40K - $60K,2590
828285858,Less than $40K,4053
718890933,Less than $40K,2429
711148308,$60K - $80K,4173
712810233,Less than $40K,4258
714098883,$40K - $60K,4773
779327733,$60K - $80K,3861
716364408,Less than $40K,4155
710461083,Less than $40K,4333
769035933,Less than $40K,3507
813182658,Less than $40K,4408
781110408,Less than $40K,5048
818007783,$40K - $60K,4683
708862233,$40K - $60K,5161
714006333,Less than $40K,2289
770596458,Less than $40K,2362
789392883,Less than $40K,4650
803805483,Unknown,4697
709534083,Less than $40K,1844
710579583,Less than $40K,4420
708949908,$120K +,2073
711907083,$80K - $120K,2950
718696458,Less than $40K,3822
710611683,Less than $40K,4279
721511883,Less than $40K,4981
779116158,Less than $40K,4331
720193533,$60K - $80K,3358
753094533,$80K - $120K,3531
719545983,Unknown,4798
716494383,$40K - $60K,4399
769892058,$80K - $120K,4564
709098108,Unknown,4749
715705683,Less than $40K,4578
715724808,$80K - $120K,4370
717123858,$40K - $60K,4045
716236683,Less than $40K,4143
771224358,Less than $40K,4030
779310033,Less than $40K,1788
710595783,Unknown,4659
711409833,Less than $40K,4838
721174008,$120K +,4495
714192933,Less than $40K,1976
709632483,Less than $40K,4457
718431258,$60K - $80K,3662
817029108,$40K - $60K,3804
796931508,$60K - $80K,2593
769577358,Less than $40K,4358
815589558,$80K - $120K,4097
714287583,Less than $40K,1852
718975083,Less than $40K,2133
715315008,$40K - $60K,3870
779252283,Less than $40K,5201
714031083,Unknown,1935
772442883,Unknown,2443
714533058,Less than $40K,4606
716570958,$60K - $80K,2351
710116833,$40K - $60K,2748
718586133,Less than $40K,4892
773322558,Less than $40K,3964
714554808,Less than $40K,4802
717903108,Unknown,4689
815908908,Unknown,2613
771464808,Less than $40K,4161
708234558,Less than $40K,4540
715737258,Less than $40K,4917
710188308,Less than $40K,4927
708670608,Unknown,5125
714839808,Less than $40K,4317
811140933,Less than $40K,5219
788937933,Less than $40K,3566
721527858,Less than $40K,2343
718265658,Less than $40K,4130
714312708,$60K - $80K,4493
715821183,Unknown,4083
712675158,$60K - $80K,4160
826473858,$40K - $60K,4820
817382958,Less than $40K,4894
712927383,Less than $40K,1939
712894308,$80K - $120K,4345
712349808,Unknown,4176
778780008,$60K - $80K,4164
711430908,Less than $40K,2153
779670783,$80K - $120K,4700
718757808,$40K - $60K,3875
779530908,Less than $40K,1897
716389833,Less than $40K,4099
718469658,Unknown,4094
809849358,Less than $40K,2719
719772258,$80K - $120K,4517
809363958,$40K - $60K,4177
709165533,$120K +,4330
809846283,Less than $40K,4154
708427908,Less than $40K,4643
721228308,Less than $40K,2182
713374533,$40K - $60K,3913
708708858,Less than $40K,2548
721111233,$80K - $120K,4853
708538608,Unknown,4058
718866633,$80K - $120K,4347
789328083,Less than $40K,2826
822905058,Less than $40K,4702
816549933,$80K - $120K,4342
716421633,Less than $40K,3174
712667958,$120K +,3732
809559933,Unknown,2526
819979458,Less than $40K,4419
708100533,Less than $40K,4943
778669608,$40K - $60K,5172
802867683,$40K - $60K,4133
711893358,$40K - $60K,4087
785410158,Less than $40K,4172
718596858,$40K - $60K,5220
708338958,Less than $40K,3797
714688833,Less than $40K,4892
789662283,Less than $40K,2915
712805658,Less than $40K,4803
815598858,$40K - $60K,4035
779412783,Less than $40K,4301
780036483,Less than $40K,3928
711527508,$40K - $60K,1794
720768258,Less than $40K,4724
716023533,Unknown,4334
787475433,Unknown,4855
787505133,$120K +,2595
712241433,Less than $40K,4247
807990108,$120K +,3197
719018208,Unknown,2516
716641983,Unknown,4835
708989358,Less than $40K,4391
708807483,$40K - $60K,3837
715774833,Less than $40K,3797
714733908,$60K - $80K,4537
788997408,Less than $40K,4205
719835033,$80K - $120K,4283
771854808,$60K - $80K,3915
717299958,$80K - $120K,4185
720778458,$60K - $80K,4960
713019783,$40K - $60K,4081
709747308,$60K - $80K,4726
801366783,Less than $40K,4329
798786333,Less than $40K,3399
771723408,Less than $40K,2645
715117008,$40K - $60K,4596
713944833,$60K - $80K,4561
713569158,$40K - $60K,2086
713037333,$80K - $120K,3561
709736658,$40K - $60K,4446
710929233,Less than $40K,4253
714290583,$60K - $80K,4391
717972408,$80K - $120K,3792
718626033,$60K - $80K,2802
720008133,Unknown,4121
710476908,Unknown,4754
709888383,Less than $40K,4465
788864508,Less than $40K,4997
714010383,Unknown,1895
719549508,Less than $40K,4678
718670808,Less than $40K,4817
718211208,$120K +,4109
712578933,$40K - $60K,2500
709343433,Less than $40K,3837
767488908,$80K - $120K,4345
719531133,$40K - $60K,4384
719006508,$60K - $80K,4136
721287183,Less than $40K,4863
711144183,Unknown,2618
709080783,Less than $40K,4723
710520408,Unknown,4458
785262333,$40K - $60K,2225
716513358,Unknown,4402
719073483,$80K - $120K,2586
715372083,Less than $40K,4796
780034083,$40K - $60K,4604
794581533,$60K - $80K,3882
710013258,Less than $40K,4467
719084358,Less than $40K,2312
789173958,Less than $40K,4283
789575583,Unknown,4437
712434708,Less than $40K,2682
808675083,Unknown,3862
710864358,Unknown,5074
712574583,Unknown,5192
708412758,Less than $40K,2200
714389058,$40K - $60K,4322
715767033,Unknown,4919
779281233,Unknown,4353
717147708,$60K - $80K,4250
715029333,Less than $40K,4459
806989008,Unknown,4108
713158083,$120K +,2185
771037008,$80K - $120K,4245
710587458,$80K - $120K,4339
710563458,Unknown,4210
720010608,$40K - $60K,2243
710343783,Less than $40K,4610
772578858,Less than $40K,3848
708559533,$80K - $120K,4442
711939558,Less than $40K,2596
772143333,Less than $40K,4569
711067383,$120K +,4167
817041408,Unknown,4519
771942333,Less than $40K,3855
755247108,Less than $40K,4731
715710708,$60K - $80K,4583
713858733,$40K - $60K,4344
717129333,$40K - $60K,4434
716924958,Less than $40K,2288
719614758,$40K - $60K,4984
721537683,Unknown,4002
771500358,Less than $40K,4093
711531858,Less than $40K,2132
715060158,Less than $40K,3853
779725833,$60K - $80K,4946
716592558,Less than $40K,4501
771020133,Less than $40K,4440
709153008,$40K - $60K,4683
713394858,$40K - $60K,4581
721175283,Less than $40K,4489
715503558,Less than $40K,4127
819943458,$120K +,1777
717094758,Unknown,4453
772073508,Less than $40K,2740
721351983,Less than $40K,2510
714477408,Less than $40K,2201
711607833,$60K - $80K,4875
708621408,Less than $40K,4173
719277033,$40K - $60K,4558
813905508,Less than $40K,3735
719761458,$60K - $80K,4329
708222558,Less than $40K,4191
713937558,$40K - $60K,4318
709603608,$60K - $80K,4634
804661083,$80K - $120K,4821
720977358,Less than $40K,4269
718420308,Less than $40K,4208
714046608,$60K - $80K,3572
718048608,Unknown,5120
718497033,$120K +,3723
711801933,$40K - $60K,2092
716282208,Less than $40K,1702
789076083,Less than $40K,4608
714045783,$40K - $60K,2160
769720683,Unknown,4914
721092783,$80K - $120K,3982
720243933,$60K - $80K,2784
818502708,$40K - $60K,4885
712942308,$60K - $80K,3730
714262533,Unknown,4252
718285308,Less than $40K,3576
720595083,Less than $40K,4530
787501758,Less than $40K,4188
714990633,$80K - $120K,4382
714652383,Less than $40K,4580
788776008,$80K - $120K,4683
709176108,Less than $40K,4586
709368483,$40K - $60K,4323
717621333,Less than $40K,4592
716272158,$40K - $60K,2693
803355408,$60K - $80K,4813
717073308,Less than $40K,4804
721305408,Less than $40K,4761
715739733,$40K - $60K,5293
779217333,Less than $40K,3922
712133508,$40K - $60K,4734
714602658,Less than $40K,1998
712446783,Less than $40K,2400
720049083,Unknown,2355
824172258,Less than $40K,4495
717695058,Unknown,4763
719782458,$40K - $60K,3981
718141983,$80K - $120K,5187
718853358,Less than $40K,5104
772539558,Less than $40K,4623
817094283,Less than $40K,5173
716932308,Unknown,4460
714738858,Less than $40K,4620
772409733,$40K - $60K,4742
717534108,$40K - $60K,4421
790141308,$80K - $120K,4436
710770383,$40K - $60K,4915
711351108,Less than $40K,4671
713744058,Less than $40K,5232
708998583,Less than $40K,4141
827451333,Less than $40K,2615
714228558,$80K - $120K,4749
797668983,Less than $40K,4396
713023158,$40K - $60K,4239
709982658,Less than $40K,4226
715398858,Less than $40K,4360
715615233,Less than $40K,4507
710650608,$80K - $120K,4812
803214108,Unknown,5055
717202083,$80K - $120K,2619
719051733,$60K - $80K,5047
789900633,$40K - $60K,4288
789122808,$40K - $60K,2907
709902108,$80K - $120K,4927
713666058,$40K - $60K,4264
711453783,Less than $40K,4666
778936008,Unknown,5103
708085458,Less than $40K,3940
749067633,Less than $40K,4015
716170308,Unknown,4715
711507783,Less than $40K,1930
819752133,$80K - $120K,4695
711061908,Less than $40K,4039
744231708,Less than $40K,4166
716856408,Less than $40K,2392
711780108,Less than $40K,4792
715178733,Less than $40K,4817
721418133,Less than $40K,4535
720124758,$80K - $120K,2239
809068983,Less than $40K,5238
711052308,$60K - $80K,4453
718967433,Less than $40K,4918
709827933,$80K - $120K,3659
787568433,$60K - $80K,4518
720256158,Unknown,4279
715435758,$80K - $120K,4711
719505483,Unknown,4431
721247883,$80K - $120K,3621
772220433,$60K - $80K,4484
789692283,Less than $40K,4655
815091333,Less than $40K,4705
778732158,Unknown,4037
715129233,Less than $40K,4748
714083208,Less than $40K,4656
716559108,Less than $40K,4296
715102308,$40K - $60K,2245
768814983,Less than $40K,4284
788744058,Unknown,4506
782802033,Less than $40K,2108
794947683,Less than $40K,4541
716442333,$40K - $60K,4977
772189308,Less than $40K,4899
721529583,$80K - $120K,3532
713578608,Less than $40K,4082
718976283,Less than $40K,4388
711505308,Less than $40K,4727
711131958,$40K - $60K,4621
714687858,Less than $40K,4538
780289308,Less than $40K,2418
708504783,$40K - $60K,3480
778857108,$40K - $60K,4337
756598833,Less than $40K,5389
718748133,Unknown,3876
714503433,Less than $40K,2212
710869008,Unknown,5108
779643858,Less than $40K,4100
715250583,$80K - $120K,4277
714396558,Less than $40K,4683
752766783,Unknown,4106
715532208,Less than $40K,3807
719130558,Less than $40K,4085
806232408,Unknown,4022
715497558,Less than $40K,2598
716303583,Less than $40K,4858
713522058,Less than $40K,4299
719074308,Less than $40K,4621
711881733,Less than $40K,4548
710310108,Less than $40K,4665
715814433,$80K - $120K,3565
717252483,Less than $40K,2196
770874483,Unknown,4302
719742108,Less than $40K,2372
711064008,Less than $40K,3616
717208833,Less than $40K,2703
709022883,Less than $40K,4257
713653983,$60K - $80K,4342
713463708,Less than $40K,2493
789143283,Unknown,4868
778550583,$40K - $60K,4808
711181608,Less than $40K,4129
711790308,Less than $40K,2538
779791908,$40K - $60K,4970
789515283,$60K - $80K,4784
712046808,Unknown,2003
712169883,$60K - $80K,4190
712637283,Less than $40K,5182
715555833,Less than $40K,4167
708712833,Less than $40K,4483
717841683,$60K - $80K,3915
